#资金帐户     |交易市场|证券账户    |证券代码     |可用股份数           |成本价
#FundAcc C12|Market|SecuAcc    |StockCode C6|StkAvlQty          |CostPrice
B880000384  |1     |B880000384 |600000      |1000000000                |0
0031422441  |2     |0031422441 |002760      |1000000000                |0
0031422441  |2     |0031422441 |002761      |1000000000                |0
0031422441  |2     |0031422441 |002762      |1000000000                |0
0031422441  |2     |0031422441 |002763      |1000000000                |0
0031422441  |2     |0031422441 |002765      |1000000000                |0
0031422441  |2     |0031422441 |002766      |1000000000                |0
0031422441  |2     |0031422441 |002767      |1000000000                |0
0031422441  |2     |0031422441 |002768      |1000000000                |0
0031422441  |2     |0031422441 |002769      |1000000000                |0
0031422441  |2     |0031422441 |002770      |1000000000                |0
0031422441  |2     |0031422441 |002771      |1000000000                |0
0031422441  |2     |0031422441 |002772      |1000000000                |0
0031422441  |2     |0031422441 |002773      |1000000000                |0
0031422441  |2     |0031422441 |002774      |1000000000                |0
0031422441  |2     |0031422441 |002775      |1000000000                |0
0031422441  |2     |0031422441 |002776      |1000000000                |0
0031422441  |2     |0031422441 |002777      |1000000000                |0
0031422441  |2     |0031422441 |002778      |1000000000                |0
0031422441  |2     |0031422441 |002779      |1000000000                |0
0031422441  |2     |0031422441 |002780      |1000000000                |0
0031422441  |2     |0031422441 |002781      |1000000000                |0
0031422441  |2     |0031422441 |002782      |1000000000                |0
0031422441  |2     |0031422441 |002783      |1000000000                |0
0031422441  |2     |0031422441 |002785      |1000000000                |0
0031422441  |2     |0031422441 |002786      |1000000000                |0
0031422441  |2     |0031422441 |002787      |1000000000                |0
0031422441  |2     |0031422441 |002788      |1000000000                |0
0031422441  |2     |0031422441 |002789      |1000000000                |0
0031422441  |2     |0031422441 |002790      |1000000000                |0
0031422441  |2     |0031422441 |002791      |1000000000                |0
0031422441  |2     |0031422441 |002792      |1000000000                |0
0031422441  |2     |0031422441 |002793      |1000000000                |0
0031422441  |2     |0031422441 |002795      |1000000000                |0
0031422441  |2     |0031422441 |002796      |1000000000                |0
0031422441  |2     |0031422441 |002797      |1000000000                |0
0031422441  |2     |0031422441 |002798      |1000000000                |0
0031422441  |2     |0031422441 |002799      |1000000000                |0
0031422441  |2     |0031422441 |002800      |1000000000                |0
0031422441  |2     |0031422441 |002801      |1000000000                |0
0031422441  |2     |0031422441 |002802      |1000000000                |0
0031422441  |2     |0031422441 |002803      |1000000000                |0
0031422441  |2     |0031422441 |002805      |1000000000                |0
0031422441  |2     |0031422441 |002806      |1000000000                |0
0031422441  |2     |0031422441 |002807      |1000000000                |0
0031422441  |2     |0031422441 |002808      |1000000000                |0
0031422441  |2     |0031422441 |002809      |1000000000                |0
0031422441  |2     |0031422441 |002810      |1000000000                |0
0031422441  |2     |0031422441 |002811      |1000000000                |0
0031422441  |2     |0031422441 |002812      |1000000000                |0
0031422441  |2     |0031422441 |002813      |1000000000                |0
0031422441  |2     |0031422441 |002815      |1000000000                |0
0031422441  |2     |0031422441 |002816      |1000000000                |0
0031422441  |2     |0031422441 |002817      |1000000000                |0
0031422441  |2     |0031422441 |002818      |1000000000                |0
0031422441  |2     |0031422441 |002819      |1000000000                |0
0031422441  |2     |0031422441 |002820      |1000000000                |0
0031422441  |2     |0031422441 |002821      |1000000000                |0
0031422441  |2     |0031422441 |002822      |1000000000                |0
0031422441  |2     |0031422441 |002823      |1000000000                |0
0031422441  |2     |0031422441 |002824      |1000000000                |0
0031422441  |2     |0031422441 |002825      |1000000000                |0
0031422441  |2     |0031422441 |002826      |1000000000                |0
0031422441  |2     |0031422441 |002827      |1000000000                |0
0031422441  |2     |0031422441 |002828      |1000000000                |0
0031422441  |2     |0031422441 |002829      |1000000000                |0
0031422441  |2     |0031422441 |002830      |1000000000                |0
0031422441  |2     |0031422441 |002831      |1000000000                |0
0031422441  |2     |0031422441 |002832      |1000000000                |0
0031422441  |2     |0031422441 |002833      |1000000000                |0
0031422441  |2     |0031422441 |002835      |1000000000                |0
0031422441  |2     |0031422441 |002836      |1000000000                |0
0031422441  |2     |0031422441 |002837      |1000000000                |0
0031422441  |2     |0031422441 |002838      |1000000000                |0
0031422441  |2     |0031422441 |002839      |1000000000                |0
0031422441  |2     |0031422441 |002840      |1000000000                |0
0031422441  |2     |0031422441 |002841      |1000000000                |0
0031422441  |2     |0031422441 |002842      |1000000000                |0
0031422441  |2     |0031422441 |002843      |1000000000                |0
0031422441  |2     |0031422441 |002845      |1000000000                |0
0031422441  |2     |0031422441 |002846      |1000000000                |0
0031422441  |2     |0031422441 |002847      |1000000000                |0
0031422441  |2     |0031422441 |002848      |1000000000                |0
0031422441  |2     |0031422441 |002849      |1000000000                |0
0031422441  |2     |0031422441 |002850      |1000000000                |0
0031422441  |2     |0031422441 |002851      |1000000000                |0
0031422441  |2     |0031422441 |002852      |1000000000                |0
0031422441  |2     |0031422441 |002853      |1000000000                |0
0031422441  |2     |0031422441 |002855      |1000000000                |0
0031422441  |2     |0031422441 |002856      |1000000000                |0
0031422441  |2     |0031422441 |002857      |1000000000                |0
0031422441  |2     |0031422441 |002858      |1000000000                |0
0031422441  |2     |0031422441 |002859      |1000000000                |0
0031422441  |2     |0031422441 |002860      |1000000000                |0
0031422441  |2     |0031422441 |002861      |1000000000                |0
0031422441  |2     |0031422441 |002862      |1000000000                |0
0031422441  |2     |0031422441 |002863      |1000000000                |0
0031422441  |2     |0031422441 |002865      |1000000000                |0
0031422441  |2     |0031422441 |002866      |1000000000                |0
0031422441  |2     |0031422441 |002867      |1000000000                |0
0031422441  |2     |0031422441 |002868      |1000000000                |0
0031422441  |2     |0031422441 |002869      |1000000000                |0
0031422441  |2     |0031422441 |002870      |1000000000                |0
0031422441  |2     |0031422441 |002871      |1000000000                |0
0031422441  |2     |0031422441 |002872      |1000000000                |0
0031422441  |2     |0031422441 |002873      |1000000000                |0
0031422441  |2     |0031422441 |002875      |1000000000                |0
0031422441  |2     |0031422441 |002876      |1000000000                |0
0031422441  |2     |0031422441 |002877      |1000000000                |0
0031422441  |2     |0031422441 |002878      |1000000000                |0
0031422441  |2     |0031422441 |002879      |1000000000                |0
0031422441  |2     |0031422441 |002880      |1000000000                |0
0031422441  |2     |0031422441 |002881      |1000000000                |0
0031422441  |2     |0031422441 |002883      |1000000000                |0
0031422441  |2     |0031422441 |002884      |1000000000                |0
0031422441  |2     |0031422441 |002885      |1000000000                |0
0031422441  |2     |0031422441 |002886      |1000000000                |0
0031422441  |2     |0031422441 |300001      |1000000000                |0
0031422441  |2     |0031422441 |300002      |1000000000                |0
0031422441  |2     |0031422441 |300003      |1000000000                |0
0031422441  |2     |0031422441 |300004      |1000000000                |0
0031422441  |2     |0031422441 |300005      |1000000000                |0
0031422441  |2     |0031422441 |300006      |1000000000                |0
0031422441  |2     |0031422441 |300007      |1000000000                |0
0031422441  |2     |0031422441 |300008      |1000000000                |0
0031422441  |2     |0031422441 |300009      |1000000000                |0
0031422441  |2     |0031422441 |300010      |1000000000                |0
0031422441  |2     |0031422441 |300011      |1000000000                |0
0031422441  |2     |0031422441 |300012      |1000000000                |0
0031422441  |2     |0031422441 |300013      |1000000000                |0
0031422441  |2     |0031422441 |300014      |1000000000                |0
0031422441  |2     |0031422441 |300015      |1000000000                |0
0031422441  |2     |0031422441 |300016      |1000000000                |0
0031422441  |2     |0031422441 |300017      |1000000000                |0
0031422441  |2     |0031422441 |300018      |1000000000                |0
0031422441  |2     |0031422441 |300019      |1000000000                |0
0031422441  |2     |0031422441 |300020      |1000000000                |0
0031422441  |2     |0031422441 |300021      |1000000000                |0
0031422441  |2     |0031422441 |300022      |1000000000                |0
0031422441  |2     |0031422441 |300023      |1000000000                |0
0031422441  |2     |0031422441 |300024      |1000000000                |0
0031422441  |2     |0031422441 |300025      |1000000000                |0
0031422441  |2     |0031422441 |300026      |1000000000                |0
0031422441  |2     |0031422441 |300027      |1000000000                |0
0031422441  |2     |0031422441 |300028      |1000000000                |0
0031422441  |2     |0031422441 |300029      |1000000000                |0
0031422441  |2     |0031422441 |300030      |1000000000                |0
0031422441  |2     |0031422441 |300031      |1000000000                |0
0031422441  |2     |0031422441 |300032      |1000000000                |0
0031422441  |2     |0031422441 |300033      |1000000000                |0
0031422441  |2     |0031422441 |300034      |1000000000                |0
0031422441  |2     |0031422441 |300035      |1000000000                |0
0031422441  |2     |0031422441 |300036      |1000000000                |0
0031422441  |2     |0031422441 |300037      |1000000000                |0
0031422441  |2     |0031422441 |300038      |1000000000                |0
0031422441  |2     |0031422441 |300039      |1000000000                |0
0031422441  |2     |0031422441 |300040      |1000000000                |0
0031422441  |2     |0031422441 |300041      |1000000000                |0
0031422441  |2     |0031422441 |300042      |1000000000                |0
0031422441  |2     |0031422441 |300043      |1000000000                |0
0031422441  |2     |0031422441 |300044      |1000000000                |0
0031422441  |2     |0031422441 |300045      |1000000000                |0
0031422441  |2     |0031422441 |300046      |1000000000                |0
0031422441  |2     |0031422441 |300047      |1000000000                |0
0031422441  |2     |0031422441 |300048      |1000000000                |0
0031422441  |2     |0031422441 |300049      |1000000000                |0
0031422441  |2     |0031422441 |300050      |1000000000                |0
0031422441  |2     |0031422441 |300051      |1000000000                |0
0031422441  |2     |0031422441 |300052      |1000000000                |0
0031422441  |2     |0031422441 |300053      |1000000000                |0
0031422441  |2     |0031422441 |300054      |1000000000                |0
0031422441  |2     |0031422441 |300055      |1000000000                |0
0031422441  |2     |0031422441 |300056      |1000000000                |0
0031422441  |2     |0031422441 |300057      |1000000000                |0
0031422441  |2     |0031422441 |300058      |1000000000                |0
0031422441  |2     |0031422441 |300059      |1000000000                |0
0031422441  |2     |0031422441 |300061      |1000000000                |0
0031422441  |2     |0031422441 |300062      |1000000000                |0
0031422441  |2     |0031422441 |300063      |1000000000                |0
0031422441  |2     |0031422441 |300064      |1000000000                |0
0031422441  |2     |0031422441 |300065      |1000000000                |0
0031422441  |2     |0031422441 |300066      |1000000000                |0
0031422441  |2     |0031422441 |300067      |1000000000                |0
0031422441  |2     |0031422441 |300068      |1000000000                |0
0031422441  |2     |0031422441 |300069      |1000000000                |0
0031422441  |2     |0031422441 |300070      |1000000000                |0
0031422441  |2     |0031422441 |300071      |1000000000                |0
0031422441  |2     |0031422441 |300072      |1000000000                |0
0031422441  |2     |0031422441 |300073      |1000000000                |0
0031422441  |2     |0031422441 |300074      |1000000000                |0
0031422441  |2     |0031422441 |300075      |1000000000                |0
0031422441  |2     |0031422441 |300076      |1000000000                |0
0031422441  |2     |0031422441 |300077      |1000000000                |0
0031422441  |2     |0031422441 |300078      |1000000000                |0
0031422441  |2     |0031422441 |300079      |1000000000                |0
0031422441  |2     |0031422441 |300080      |1000000000                |0
0031422441  |2     |0031422441 |300081      |1000000000                |0
0031422441  |2     |0031422441 |300082      |1000000000                |0
0031422441  |2     |0031422441 |300083      |1000000000                |0
0031422441  |2     |0031422441 |300084      |1000000000                |0
0031422441  |2     |0031422441 |300085      |1000000000                |0
0031422441  |2     |0031422441 |300086      |1000000000                |0
0031422441  |2     |0031422441 |300087      |1000000000                |0
0031422441  |2     |0031422441 |300088      |1000000000                |0
0031422441  |2     |0031422441 |300089      |1000000000                |0
0031422441  |2     |0031422441 |300090      |1000000000                |0
0031422441  |2     |0031422441 |300091      |1000000000                |0
0031422441  |2     |0031422441 |300092      |1000000000                |0
0031422441  |2     |0031422441 |300093      |1000000000                |0
0031422441  |2     |0031422441 |300094      |1000000000                |0
0031422441  |2     |0031422441 |300095      |1000000000                |0
0031422441  |2     |0031422441 |300096      |1000000000                |0
0031422441  |2     |0031422441 |300097      |1000000000                |0
0031422441  |2     |0031422441 |300098      |1000000000                |0
0031422441  |2     |0031422441 |300099      |1000000000                |0
0031422441  |2     |0031422441 |300100      |1000000000                |0
0031422441  |2     |0031422441 |300101      |1000000000                |0
0031422441  |2     |0031422441 |300102      |1000000000                |0
0031422441  |2     |0031422441 |300103      |1000000000                |0
0031422441  |2     |0031422441 |300104      |1000000000                |0
0031422441  |2     |0031422441 |300105      |1000000000                |0
0031422441  |2     |0031422441 |300106      |1000000000                |0
0031422441  |2     |0031422441 |300107      |1000000000                |0
0031422441  |2     |0031422441 |300108      |1000000000                |0
0031422441  |2     |0031422441 |300109      |1000000000                |0
0031422441  |2     |0031422441 |300110      |1000000000                |0
0031422441  |2     |0031422441 |300111      |1000000000                |0
0031422441  |2     |0031422441 |300112      |1000000000                |0
0031422441  |2     |0031422441 |300113      |1000000000                |0
0031422441  |2     |0031422441 |300114      |1000000000                |0
0031422441  |2     |0031422441 |300115      |1000000000                |0
0031422441  |2     |0031422441 |300116      |1000000000                |0
0031422441  |2     |0031422441 |300117      |1000000000                |0
0031422441  |2     |0031422441 |300118      |1000000000                |0
0031422441  |2     |0031422441 |300119      |1000000000                |0
0031422441  |2     |0031422441 |300120      |1000000000                |0
0031422441  |2     |0031422441 |300121      |1000000000                |0
0031422441  |2     |0031422441 |300122      |1000000000                |0
0031422441  |2     |0031422441 |300123      |1000000000                |0
0031422441  |2     |0031422441 |300124      |1000000000                |0
0031422441  |2     |0031422441 |300125      |1000000000                |0
0031422441  |2     |0031422441 |300126      |1000000000                |0
0031422441  |2     |0031422441 |300127      |1000000000                |0
0031422441  |2     |0031422441 |300128      |1000000000                |0
0031422441  |2     |0031422441 |300129      |1000000000                |0
0031422441  |2     |0031422441 |300130      |1000000000                |0
0031422441  |2     |0031422441 |300131      |1000000000                |0
0031422441  |2     |0031422441 |300132      |1000000000                |0
0031422441  |2     |0031422441 |300133      |1000000000                |0
0031422441  |2     |0031422441 |300134      |1000000000                |0
0031422441  |2     |0031422441 |300135      |1000000000                |0
0031422441  |2     |0031422441 |300136      |1000000000                |0
0031422441  |2     |0031422441 |300137      |1000000000                |0
0031422441  |2     |0031422441 |300138      |1000000000                |0
0031422441  |2     |0031422441 |300139      |1000000000                |0
0031422441  |2     |0031422441 |300140      |1000000000                |0
0031422441  |2     |0031422441 |300141      |1000000000                |0
0031422441  |2     |0031422441 |300142      |1000000000                |0
0031422441  |2     |0031422441 |300143      |1000000000                |0
0031422441  |2     |0031422441 |300144      |1000000000                |0
0031422441  |2     |0031422441 |300145      |1000000000                |0
0031422441  |2     |0031422441 |300146      |1000000000                |0
0031422441  |2     |0031422441 |300147      |1000000000                |0
0031422441  |2     |0031422441 |300148      |1000000000                |0
0031422441  |2     |0031422441 |300149      |1000000000                |0
0031422441  |2     |0031422441 |300150      |1000000000                |0
0031422441  |2     |0031422441 |300151      |1000000000                |0
0031422441  |2     |0031422441 |300152      |1000000000                |0
0031422441  |2     |0031422441 |300153      |1000000000                |0
0031422441  |2     |0031422441 |300154      |1000000000                |0
0031422441  |2     |0031422441 |300155      |1000000000                |0
0031422441  |2     |0031422441 |300156      |1000000000                |0
0031422441  |2     |0031422441 |300157      |1000000000                |0
0031422441  |2     |0031422441 |300158      |1000000000                |0
0031422441  |2     |0031422441 |300159      |1000000000                |0
0031422441  |2     |0031422441 |300160      |1000000000                |0
0031422441  |2     |0031422441 |300161      |1000000000                |0
0031422441  |2     |0031422441 |300162      |1000000000                |0
0031422441  |2     |0031422441 |300163      |1000000000                |0
0031422441  |2     |0031422441 |300164      |1000000000                |0
0031422441  |2     |0031422441 |300165      |1000000000                |0
0031422441  |2     |0031422441 |300166      |1000000000                |0
0031422441  |2     |0031422441 |300167      |1000000000                |0
0031422441  |2     |0031422441 |300168      |1000000000                |0
0031422441  |2     |0031422441 |300169      |1000000000                |0
0031422441  |2     |0031422441 |300170      |1000000000                |0
0031422441  |2     |0031422441 |300171      |1000000000                |0
0031422441  |2     |0031422441 |300172      |1000000000                |0
0031422441  |2     |0031422441 |300173      |1000000000                |0
0031422441  |2     |0031422441 |300174      |1000000000                |0
0031422441  |2     |0031422441 |300175      |1000000000                |0
0031422441  |2     |0031422441 |300176      |1000000000                |0
0031422441  |2     |0031422441 |300177      |1000000000                |0
0031422441  |2     |0031422441 |300178      |1000000000                |0
0031422441  |2     |0031422441 |300179      |1000000000                |0
0031422441  |2     |0031422441 |300180      |1000000000                |0
0031422441  |2     |0031422441 |300181      |1000000000                |0
0031422441  |2     |0031422441 |300182      |1000000000                |0
0031422441  |2     |0031422441 |300183      |1000000000                |0
0031422441  |2     |0031422441 |300184      |1000000000                |0
0031422441  |2     |0031422441 |300185      |1000000000                |0
0031422441  |2     |0031422441 |300187      |1000000000                |0
0031422441  |2     |0031422441 |300188      |1000000000                |0
0031422441  |2     |0031422441 |300189      |1000000000                |0
0031422441  |2     |0031422441 |300190      |1000000000                |0
0031422441  |2     |0031422441 |300191      |1000000000                |0
0031422441  |2     |0031422441 |300192      |1000000000                |0
0031422441  |2     |0031422441 |300193      |1000000000                |0
0031422441  |2     |0031422441 |300194      |1000000000                |0
0031422441  |2     |0031422441 |300195      |1000000000                |0
0031422441  |2     |0031422441 |300196      |1000000000                |0
0031422441  |2     |0031422441 |300197      |1000000000                |0
0031422441  |2     |0031422441 |300198      |1000000000                |0
0031422441  |2     |0031422441 |300199      |1000000000                |0
0031422441  |2     |0031422441 |300200      |1000000000                |0
0031422441  |2     |0031422441 |300201      |1000000000                |0
0031422441  |2     |0031422441 |300202      |1000000000                |0
0031422441  |2     |0031422441 |300203      |1000000000                |0
0031422441  |2     |0031422441 |300204      |1000000000                |0
0031422441  |2     |0031422441 |300205      |1000000000                |0
0031422441  |2     |0031422441 |300206      |1000000000                |0
0031422441  |2     |0031422441 |300207      |1000000000                |0
0031422441  |2     |0031422441 |300208      |1000000000                |0
0031422441  |2     |0031422441 |300209      |1000000000                |0
0031422441  |2     |0031422441 |300210      |1000000000                |0
0031422441  |2     |0031422441 |300211      |1000000000                |0
0031422441  |2     |0031422441 |300212      |1000000000                |0
0031422441  |2     |0031422441 |300213      |1000000000                |0
0031422441  |2     |0031422441 |300214      |1000000000                |0
0031422441  |2     |0031422441 |300215      |1000000000                |0
0031422441  |2     |0031422441 |300216      |1000000000                |0
0031422441  |2     |0031422441 |300217      |1000000000                |0
0031422441  |2     |0031422441 |300218      |1000000000                |0
0031422441  |2     |0031422441 |300219      |1000000000                |0
0031422441  |2     |0031422441 |300220      |1000000000                |0
0031422441  |2     |0031422441 |300221      |1000000000                |0
0031422441  |2     |0031422441 |300222      |1000000000                |0
0031422441  |2     |0031422441 |300223      |1000000000                |0
0031422441  |2     |0031422441 |300224      |1000000000                |0
0031422441  |2     |0031422441 |300225      |1000000000                |0
0031422441  |2     |0031422441 |300226      |1000000000                |0
0031422441  |2     |0031422441 |300227      |1000000000                |0
0031422441  |2     |0031422441 |300228      |1000000000                |0
0031422441  |2     |0031422441 |300229      |1000000000                |0
0031422441  |2     |0031422441 |300230      |1000000000                |0
0031422441  |2     |0031422441 |300231      |1000000000                |0
0031422441  |2     |0031422441 |300232      |1000000000                |0
0031422441  |2     |0031422441 |300233      |1000000000                |0
0031422441  |2     |0031422441 |300234      |1000000000                |0
0031422441  |2     |0031422441 |300235      |1000000000                |0
0031422441  |2     |0031422441 |300236      |1000000000                |0
0031422441  |2     |0031422441 |300237      |1000000000                |0
0031422441  |2     |0031422441 |300238      |1000000000                |0
0031422441  |2     |0031422441 |300239      |1000000000                |0
0031422441  |2     |0031422441 |300240      |1000000000                |0
0031422441  |2     |0031422441 |300241      |1000000000                |0
0031422441  |2     |0031422441 |300242      |1000000000                |0
0031422441  |2     |0031422441 |300243      |1000000000                |0
0031422441  |2     |0031422441 |300244      |1000000000                |0
0031422441  |2     |0031422441 |300245      |1000000000                |0
0031422441  |2     |0031422441 |300246      |1000000000                |0
0031422441  |2     |0031422441 |300247      |1000000000                |0
0031422441  |2     |0031422441 |300248      |1000000000                |0
0031422441  |2     |0031422441 |300249      |1000000000                |0
0031422441  |2     |0031422441 |300250      |1000000000                |0
0031422441  |2     |0031422441 |300251      |1000000000                |0
0031422441  |2     |0031422441 |300252      |1000000000                |0
0031422441  |2     |0031422441 |300253      |1000000000                |0
0031422441  |2     |0031422441 |300254      |1000000000                |0
0031422441  |2     |0031422441 |300255      |1000000000                |0
0031422441  |2     |0031422441 |300256      |1000000000                |0
0031422441  |2     |0031422441 |300257      |1000000000                |0
0031422441  |2     |0031422441 |300258      |1000000000                |0
0031422441  |2     |0031422441 |300259      |1000000000                |0
0031422441  |2     |0031422441 |300260      |1000000000                |0
0031422441  |2     |0031422441 |300261      |1000000000                |0
0031422441  |2     |0031422441 |300262      |1000000000                |0
0031422441  |2     |0031422441 |300263      |1000000000                |0
0031422441  |2     |0031422441 |300264      |1000000000                |0
0031422441  |2     |0031422441 |300265      |1000000000                |0
0031422441  |2     |0031422441 |300266      |1000000000                |0
0031422441  |2     |0031422441 |300267      |1000000000                |0
0031422441  |2     |0031422441 |300268      |1000000000                |0
0031422441  |2     |0031422441 |300269      |1000000000                |0
0031422441  |2     |0031422441 |300270      |1000000000                |0
0031422441  |2     |0031422441 |300271      |1000000000                |0
0031422441  |2     |0031422441 |300272      |1000000000                |0
0031422441  |2     |0031422441 |300273      |1000000000                |0
0031422441  |2     |0031422441 |300274      |1000000000                |0
0031422441  |2     |0031422441 |300275      |1000000000                |0
0031422441  |2     |0031422441 |300276      |1000000000                |0
0031422441  |2     |0031422441 |300277      |1000000000                |0
0031422441  |2     |0031422441 |300278      |1000000000                |0
0031422441  |2     |0031422441 |300279      |1000000000                |0
0031422441  |2     |0031422441 |300280      |1000000000                |0
0031422441  |2     |0031422441 |300281      |1000000000                |0
0031422441  |2     |0031422441 |300282      |1000000000                |0
0031422441  |2     |0031422441 |300283      |1000000000                |0
0031422441  |2     |0031422441 |300284      |1000000000                |0
0031422441  |2     |0031422441 |300285      |1000000000                |0
0031422441  |2     |0031422441 |300286      |1000000000                |0
0031422441  |2     |0031422441 |300287      |1000000000                |0
0031422441  |2     |0031422441 |300288      |1000000000                |0
0031422441  |2     |0031422441 |300289      |1000000000                |0
0031422441  |2     |0031422441 |300290      |1000000000                |0
0031422441  |2     |0031422441 |300291      |1000000000                |0
0031422441  |2     |0031422441 |300292      |1000000000                |0
0031422441  |2     |0031422441 |300293      |1000000000                |0
0031422441  |2     |0031422441 |300294      |1000000000                |0
0031422441  |2     |0031422441 |300295      |1000000000                |0
0031422441  |2     |0031422441 |300296      |1000000000                |0
0031422441  |2     |0031422441 |300297      |1000000000                |0
0031422441  |2     |0031422441 |300298      |1000000000                |0
0031422441  |2     |0031422441 |300299      |1000000000                |0
0031422441  |2     |0031422441 |300300      |1000000000                |0
0031422441  |2     |0031422441 |300301      |1000000000                |0
0031422441  |2     |0031422441 |300302      |1000000000                |0
0031422441  |2     |0031422441 |300303      |1000000000                |0
0031422441  |2     |0031422441 |300304      |1000000000                |0
0031422441  |2     |0031422441 |300305      |1000000000                |0
0031422441  |2     |0031422441 |300306      |1000000000                |0
0031422441  |2     |0031422441 |300307      |1000000000                |0
0031422441  |2     |0031422441 |300308      |1000000000                |0
0031422441  |2     |0031422441 |300309      |1000000000                |0
0031422441  |2     |0031422441 |300310      |1000000000                |0
0031422441  |2     |0031422441 |300311      |1000000000                |0
0031422441  |2     |0031422441 |300312      |1000000000                |0
0031422441  |2     |0031422441 |300313      |1000000000                |0
0031422441  |2     |0031422441 |300314      |1000000000                |0
0031422441  |2     |0031422441 |300315      |1000000000                |0
0031422441  |2     |0031422441 |300316      |1000000000                |0
0031422441  |2     |0031422441 |300317      |1000000000                |0
0031422441  |2     |0031422441 |300318      |1000000000                |0
0031422441  |2     |0031422441 |300319      |1000000000                |0
0031422441  |2     |0031422441 |300320      |1000000000                |0
0031422441  |2     |0031422441 |300321      |1000000000                |0
0031422441  |2     |0031422441 |300322      |1000000000                |0
0031422441  |2     |0031422441 |300323      |1000000000                |0
0031422441  |2     |0031422441 |300324      |1000000000                |0
0031422441  |2     |0031422441 |300325      |1000000000                |0
0031422441  |2     |0031422441 |300326      |1000000000                |0
0031422441  |2     |0031422441 |300327      |1000000000                |0
0031422441  |2     |0031422441 |300328      |1000000000                |0
0031422441  |2     |0031422441 |300329      |1000000000                |0
0031422441  |2     |0031422441 |300330      |1000000000                |0
0031422441  |2     |0031422441 |300331      |1000000000                |0
0031422441  |2     |0031422441 |300332      |1000000000                |0
0031422441  |2     |0031422441 |300333      |1000000000                |0
0031422441  |2     |0031422441 |300334      |1000000000                |0
0031422441  |2     |0031422441 |300335      |1000000000                |0
0031422441  |2     |0031422441 |300336      |1000000000                |0
0031422441  |2     |0031422441 |300337      |1000000000                |0
0031422441  |2     |0031422441 |300338      |1000000000                |0
0031422441  |2     |0031422441 |300339      |1000000000                |0
0031422441  |2     |0031422441 |300340      |1000000000                |0
0031422441  |2     |0031422441 |300341      |1000000000                |0
0031422441  |2     |0031422441 |300342      |1000000000                |0
0031422441  |2     |0031422441 |300343      |1000000000                |0
0031422441  |2     |0031422441 |300344      |1000000000                |0
0031422441  |2     |0031422441 |300345      |1000000000                |0
0031422441  |2     |0031422441 |300346      |1000000000                |0
0031422441  |2     |0031422441 |300347      |1000000000                |0
0031422441  |2     |0031422441 |300348      |1000000000                |0
0031422441  |2     |0031422441 |300349      |1000000000                |0
0031422441  |2     |0031422441 |300350      |1000000000                |0
0031422441  |2     |0031422441 |300351      |1000000000                |0
0031422441  |2     |0031422441 |300352      |1000000000                |0
0031422441  |2     |0031422441 |300353      |1000000000                |0
0031422441  |2     |0031422441 |300354      |1000000000                |0
0031422441  |2     |0031422441 |300355      |1000000000                |0
0031422441  |2     |0031422441 |300356      |1000000000                |0
0031422441  |2     |0031422441 |300357      |1000000000                |0
0031422441  |2     |0031422441 |300358      |1000000000                |0
0031422441  |2     |0031422441 |300359      |1000000000                |0
0031422441  |2     |0031422441 |300360      |1000000000                |0
0031422441  |2     |0031422441 |300362      |1000000000                |0
0031422441  |2     |0031422441 |300363      |1000000000                |0
0031422441  |2     |0031422441 |300364      |1000000000                |0
0031422441  |2     |0031422441 |300365      |1000000000                |0
0031422441  |2     |0031422441 |300366      |1000000000                |0
0031422441  |2     |0031422441 |300367      |1000000000                |0
0031422441  |2     |0031422441 |300368      |1000000000                |0
0031422441  |2     |0031422441 |300369      |1000000000                |0
0031422441  |2     |0031422441 |300370      |1000000000                |0
0031422441  |2     |0031422441 |300371      |1000000000                |0
0031422441  |2     |0031422441 |300373      |1000000000                |0
0031422441  |2     |0031422441 |300374      |1000000000                |0
0031422441  |2     |0031422441 |300375      |1000000000                |0
0031422441  |2     |0031422441 |300376      |1000000000                |0
0031422441  |2     |0031422441 |300377      |1000000000                |0
0031422441  |2     |0031422441 |300378      |1000000000                |0
0031422441  |2     |0031422441 |300379      |1000000000                |0
0031422441  |2     |0031422441 |300380      |1000000000                |0
0031422441  |2     |0031422441 |300381      |1000000000                |0
0031422441  |2     |0031422441 |300382      |1000000000                |0
0031422441  |2     |0031422441 |300383      |1000000000                |0
0031422441  |2     |0031422441 |300384      |1000000000                |0
0031422441  |2     |0031422441 |300385      |1000000000                |0
0031422441  |2     |0031422441 |300386      |1000000000                |0
0031422441  |2     |0031422441 |300387      |1000000000                |0
0031422441  |2     |0031422441 |300388      |1000000000                |0
0031422441  |2     |0031422441 |300389      |1000000000                |0
0031422441  |2     |0031422441 |300390      |1000000000                |0
0031422441  |2     |0031422441 |300391      |1000000000                |0
0031422441  |2     |0031422441 |300392      |1000000000                |0
0031422441  |2     |0031422441 |300393      |1000000000                |0
0031422441  |2     |0031422441 |300394      |1000000000                |0
0031422441  |2     |0031422441 |300395      |1000000000                |0
0031422441  |2     |0031422441 |300396      |1000000000                |0
0031422441  |2     |0031422441 |300397      |1000000000                |0
0031422441  |2     |0031422441 |300398      |1000000000                |0
0031422441  |2     |0031422441 |300399      |1000000000                |0
0031422441  |2     |0031422441 |300400      |1000000000                |0
0031422441  |2     |0031422441 |300401      |1000000000                |0
0031422441  |2     |0031422441 |300402      |1000000000                |0
